Location,Shot_Number,Period,Game_Clock,Shot_Clock,Dribbles,Touch_Time,Shot_Dist,Pts_Type,Shot_Result,Player_Name
A,7,2,4:53:00 AM,14.1,0,0,3.7,2,made,russell westbrook
A,8,2,1:32:00 AM,13.3,0,1.3,2.9,2,missed,russell westbrook
A,9,2,1:07:00 AM,18.8,3,3.4,19.6,2,missed,russell westbrook
A,10,3,9:00:00 AM,12.1,1,1.7,7.4,2,made,russell westbrook
A,11,3,8:24:00 AM,15.6,4,3.6,12.7,2,missed,russell westbrook
A,12,3,6:00:00 AM,3.6,4,3.4,24.8,3,missed,russell westbrook
A,13,3,5:38:00 AM,20.9,1,1.5,4.6,2,made,russell westbrook
A,14,4,5:08:00 AM,19.6,2,4.7,19.5,2,made,russell westbrook
A,15,4,2:14:00 AM,7.1,9,6.2,7.2,2,made,russell westbrook
A,16,4,1:50:00 AM,20.9,2,2.7,3.9,2,made,russell westbrook
A,1,1,7:47:00 AM,10.8,10,9.2,18.6,2,missed,russell westbrook
A,2,1,6:26:00 AM,18.3,6,5.3,18.7,2,made,russell westbrook
A,3,1,5:17:00 AM,17,7,7.1,11.2,2,made,russell westbrook
A,4,1,4:33:00 AM,16.8,5,5,24.2,3,missed,russell westbrook
A,5,1,3:09:00 AM,17.7,1,1.7,3.6,2,made,russell westbrook
A,6,1,2:56:00 AM,20,3,3,14.9,2,made,russell westbrook
A,7,1,2:24:00 AM,17.5,7,7.4,26.5,3,missed,russell westbrook
A,8,2,3:07:00 AM,21.5,0,0.8,3.3,2,made,russell westbrook
A,9,2,2:28:00 AM,6.1,11,12.6,4.4,2,made,russell westbrook
A,10,2,1:51:00 AM,3.8,5,4.6,15.9,2,missed,russell westbrook
A,11,3,7:35:00 AM,12.9,0,0.9,25.2,3,missed,russell westbrook
A,12,3,5:54:00 AM,20.5,1,1.8,0.1,2,made,russell westbrook
H,1,1,10:41:00 AM,12.4,1,1.6,14.4,2,made,russell westbrook
H,2,1,9:17:00 AM,15,9,8.8,6.2,2,missed,russell westbrook
H,3,1,8:52:00 AM,10.8,3,2.3,15.6,2,made,russell westbrook
H,4,1,3:46:00 AM,20,4,3.3,1.6,2,missed,russell westbrook
H,5,1,3:14:00 AM,7.7,0,4.8,24.8,3,made,russell westbrook
H,6,2,6:51:00 AM,16.1,10,8.3,9.4,2,missed,russell westbrook
H,7,2,5:40:00 AM,15.2,0,1.1,24.8,3,missed,russell westbrook
H,8,2,5:12:00 AM,16.8,0,0.7,4.6,2,made,russell westbrook
H,9,2,1:53:00 AM,9.1,0,1,23.6,2,missed,russell westbrook
H,10,2,12:00:00 AM,,0,0,4.7,2,made,russell westbrook
H,11,3,9:09:00 AM,6,1,1.6,24,3,missed,russell westbrook
H,12,3,7:19:00 AM,8.1,15,15.9,18.6,2,missed,russell westbrook
H,13,3,6:13:00 AM,19.9,2,2.2,16,2,missed,russell westbrook
H,14,3,5:16:00 AM,10.3,15,14.2,4,2,made,russell westbrook
H,15,3,3:36:00 AM,12,12,10.6,4.3,2,made,russell westbrook
H,16,3,2:14:00 AM,6,8,6.9,5.1,2,missed,russell westbrook
H,17,4,9:27:00 AM,7,3,2.6,14.6,2,missed,russell westbrook
H,18,4,4:48:00 AM,3.6,0,0.7,26.1,3,missed,russell westbrook
H,19,4,2:49:00 AM,4.9,5,3.9,8,2,missed,russell westbrook
A,1,1,5:33:00 AM,4.8,4,6.3,11.1,2,missed,russell westbrook
A,2,1,4:49:00 AM,12.9,9,10.7,24.5,3,made,russell westbrook
A,3,1,4:13:00 AM,9.7,18,14.7,2.2,2,made,russell westbrook
A,4,1,2:44:00 AM,15,1,2.4,19.4,2,missed,russell westbrook
A,5,1,2:09:00 AM,10.2,2,2.1,18.9,2,missed,russell westbrook
A,6,2,8:07:00 AM,20.4,1,2.2,24.5,3,missed,russell westbrook
A,7,2,7:45:00 AM,16.9,7,7.3,5,2,missed,russell westbrook
A,8,2,1:46:00 AM,20.1,2,1.8,3.3,2,made,russell westbrook
A,9,3,11:32:00 AM,10.1,1,3,13.8,2,made,russell westbrook
A,10,3,10:29:00 AM,17.8,5,5.2,19.9,2,missed,russell westbrook
A,11,3,6:50:00 AM,21.6,2,3.5,2,2,made,russell westbrook
A,12,4,11:22:00 AM,17.4,1,2.3,19.7,2,made,russell westbrook
A,13,4,6:04:00 AM,17.4,5,5.6,24.6,3,missed,russell westbrook
H,1,1,11:04:00 AM,7.7,0,0.9,24.6,3,made,russell westbrook
H,2,1,2:35:00 AM,21,0,0.6,3.5,2,made,russell westbrook
H,3,2,2:02:00 AM,13.8,3,3.6,7.2,2,missed,russell westbrook
H,4,2,1:28:00 AM,18.5,7,4.8,3.8,2,made,russell westbrook
H,5,3,9:21:00 AM,18.5,5,4.6,16.9,2,missed,russell westbrook
H,6,3,7:19:00 AM,19,1,4.4,17,2,made,russell westbrook
H,7,3,6:24:00 AM,15.6,7,7.4,4.6,2,missed,russell westbrook
H,8,3,5:50:00 AM,19.1,3,4,12.1,2,missed,russell westbrook
H,9,3,4:34:00 AM,16.3,4,3.5,12.3,2,made,russell westbrook
H,10,3,4:12:00 AM,20.6,5,4,1.8,2,made,russell westbrook
H,11,3,1:39:00 AM,20.3,4,4.2,3.9,2,missed,russell westbrook
H,12,4,5:50:00 AM,17.9,3,5.3,19.8,2,missed,russell westbrook
H,13,4,5:24:00 AM,20.9,0,0.7,4.8,2,made,russell westbrook
H,14,4,3:51:00 AM,16.3,7,7.6,13.9,2,made,russell westbrook
H,15,4,2:35:00 AM,15,12,8.8,4.5,2,missed,russell westbrook
H,16,4,1:01:00 AM,1.5,1,1.2,18.8,2,missed,russell westbrook
H,17,4,12:11:00 AM,,2,1.9,3.6,2,made,russell westbrook
A,1,1,11:37:00 AM,13.7,0,0.6,22,3,missed,russell westbrook
A,2,1,10:57:00 AM,8.6,6,5,8.4,2,missed,russell westbrook
A,3,1,10:28:00 AM,3.1,1,3.1,24.7,3,missed,russell westbrook
A,4,1,8:14:00 AM,16.3,8,8,5.3,2,made,russell westbrook
A,5,1,7:14:00 AM,12.6,2,3,5,2,missed,russell westbrook
A,6,1,6:08:00 AM,23.3,1,1.2,2.8,2,missed,russell westbrook
A,7,1,5:10:00 AM,23.7,0,1,1.9,2,missed,russell westbrook
A,8,2,5:08:00 AM,19.3,3,3.4,16.6,2,made,russell westbrook
A,9,2,3:52:00 AM,21.6,3,3.2,17.2,2,missed,russell westbrook
A,10,3,9:56:00 AM,17.7,5,5.4,24.3,3,missed,russell westbrook
A,11,3,8:08:00 AM,11,5,5.1,16.7,2,missed,russell westbrook
A,12,3,6:17:00 AM,22.4,2,2,3.1,2,made,russell westbrook
A,13,3,4:44:00 AM,16,9,8.2,18.4,2,missed,russell westbrook
A,14,3,4:03:00 AM,15.1,5,6.6,9.4,2,missed,russell westbrook
A,15,3,2:50:00 AM,24,7,7.8,4.7,2,missed,russell westbrook
A,16,3,2:24:00 AM,19.7,8,4.4,15.4,2,missed,russell westbrook
A,17,4,7:04:00 AM,20,6,5.4,24.6,3,missed,russell westbrook
A,18,4,4:49:00 AM,15.3,11,9,3.6,2,missed,russell westbrook
A,19,4,3:48:00 AM,18.5,3,2.8,24.3,3,missed,russell westbrook
A,1,1,10:54:00 AM,5.4,3,5.3,14,2,missed,russell westbrook
A,2,1,9:36:00 AM,22.3,0,0.6,4.6,2,missed,russell westbrook
A,3,1,9:35:00 AM,21,0,0.8,5,2,missed,russell westbrook
A,4,1,6:21:00 AM,10,1,3.6,7.5,2,missed,russell westbrook
A,5,1,5:06:00 AM,22,1,1.4,4.1,2,missed,russell westbrook
A,6,1,3:59:00 AM,14.7,12,9.3,14.7,2,made,russell westbrook
A,7,1,3:35:00 AM,15.2,2,1.9,5.4,2,made,russell westbrook
A,8,1,2:11:00 AM,24,0,0.6,1.5,2,missed,russell westbrook
A,9,1,1:03:00 AM,10.2,13,10.1,2.4,2,missed,russell westbrook
A,10,2,4:21:00 AM,15,9,9,5.3,2,missed,russell westbrook
A,11,2,2:48:00 AM,5.5,0,0.7,24.6,3,missed,russell westbrook
A,12,2,1:25:00 AM,21.3,0,1.3,4.1,2,made,russell westbrook
A,13,2,12:55:00 AM,17.8,4,4.4,24.3,3,made,russell westbrook
A,14,2,12:03:00 AM,,17,14.3,25,3,missed,russell westbrook
A,15,3,11:44:00 AM,19.2,1,1.1,4.3,2,made,russell westbrook
A,16,3,10:46:00 AM,10.6,1,3.7,7.9,2,missed,russell westbrook
A,17,3,9:39:00 AM,8.8,1,2.8,1.6,2,missed,russell westbrook
A,18,3,9:18:00 AM,14.8,2,4.6,16.8,2,missed,russell westbrook
A,19,3,8:57:00 AM,9.3,1,1.5,24.9,3,missed,russell westbrook
A,20,3,6:39:00 AM,18.8,0,0,2.3,2,missed,russell westbrook
A,21,3,2:26:00 AM,15,6,7.9,24.4,3,missed,russell westbrook
H,1,1,11:22:00 AM,14.3,11,10.6,17.7,2,made,russell westbrook
H,2,1,10:45:00 AM,9.5,2,3,16.7,2,missed,russell westbrook
H,3,1,10:16:00 AM,21,4,4.2,4.8,2,made,russell westbrook
H,4,1,7:58:00 AM,13.4,1,1.2,14.9,2,missed,russell westbrook
H,5,1,6:09:00 AM,4.2,1,1.7,20,2,missed,russell westbrook
H,6,1,5:35:00 AM,20,4,3.9,3.1,2,made,russell westbrook
H,7,1,4:07:00 AM,16.9,9,8.1,16.4,2,missed,russell westbrook
H,8,1,3:09:00 AM,9.7,4,3.8,4.9,2,missed,russell westbrook
H,9,2,8:02:00 AM,20.4,0,0.6,3.2,2,missed,russell westbrook
H,10,2,4:50:00 AM,15,10,10,18.9,2,missed,russell westbrook
H,11,2,3:48:00 AM,17.8,6,6.9,11.4,2,made,russell westbrook
H,12,2,2:42:00 AM,12,1,1.5,21.5,2,missed,russell westbrook
H,13,2,1:59:00 AM,8.8,3,3.1,18.1,2,made,russell westbrook
H,14,2,12:35:00 AM,20.5,2,3.6,24.5,3,missed,russell westbrook
H,15,2,12:00:00 AM,,1,1.5,38.8,3,missed,russell westbrook
H,16,3,9:40:00 AM,16.7,9,7.2,5.2,2,made,russell westbrook
H,17,4,8:49:00 AM,19.7,4,3.8,19.2,2,made,russell westbrook
H,18,4,7:18:00 AM,20.8,2,2,13.6,2,missed,russell westbrook
H,19,4,4:54:00 AM,5,0,1,22.9,3,missed,russell westbrook
H,20,4,4:00:00 AM,19.4,2,2,7.2,2,missed,russell westbrook
H,21,4,2:44:00 AM,8.6,6,7.2,7.3,2,made,russell westbrook
H,22,4,12:43:00 AM,4.9,1,1.3,11.6,2,missed,russell westbrook
H,23,4,12:26:00 AM,22.6,2,2.6,5,2,missed,russell westbrook
H,1,1,9:34:00 AM,19.9,3,3.2,18.4,2,made,russell westbrook
H,2,1,8:34:00 AM,10.9,1,4,17.8,2,missed,russell westbrook
H,3,1,6:52:00 AM,8.5,1,3.6,25.5,3,made,russell westbrook
H,4,1,3:57:00 AM,18.2,4,4.3,20,2,made,russell westbrook
H,5,1,3:13:00 AM,4.8,3,2.9,4.5,2,made,russell westbrook
H,6,1,2:47:00 AM,15,10,9.7,19.9,2,missed,russell westbrook
H,7,2,7:50:00 AM,15,1,1.4,8.4,2,missed,russell westbrook
H,8,2,7:13:00 AM,22.9,1,1.5,1.6,2,missed,russell westbrook
H,9,2,6:24:00 AM,14.1,0,0,22.4,3,missed,russell westbrook
H,10,2,4:28:00 AM,8.9,2,2.4,8.2,2,missed,russell westbrook
H,11,2,12:54:00 AM,19.6,4,5.2,18.2,2,missed,russell westbrook
H,12,2,12:30:00 AM,21.7,4,2.4,2.8,2,missed,russell westbrook
H,13,2,12:08:00 AM,4,23,19.8,6,2,made,russell westbrook
A,1,1,9:16:00 AM,10.6,16,13.3,9.1,2,missed,russell westbrook
A,2,1,4:42:00 AM,15.5,10,8.7,6.5,2,missed,russell westbrook
A,3,1,4:08:00 AM,20.1,4,4,24.7,3,missed,russell westbrook
A,4,1,2:16:00 AM,18.8,4,4.6,19.6,2,missed,russell westbrook
A,5,1,1:43:00 AM,22,1,1.1,4.2,2,missed,russell westbrook
A,6,2,5:12:00 AM,18.7,4,5,14.1,2,made,russell westbrook
A,7,2,4:57:00 AM,21.3,3,3.4,1.9,2,made,russell westbrook
A,8,2,4:20:00 AM,19.2,6,5.3,16.1,2,missed,russell westbrook
A,9,2,2:59:00 AM,17.7,5,7.3,12.3,2,missed,russell westbrook
A,10,2,2:37:00 AM,13.9,9,10.3,4.3,2,missed,russell westbrook
A,11,3,11:14:00 AM,16.3,7,7,8.6,2,missed,russell westbrook
A,12,3,9:26:00 AM,13.6,3,2.8,7,2,made,russell westbrook
A,13,3,6:41:00 AM,12.1,11,10.9,15.1,2,made,russell westbrook
A,14,3,5:42:00 AM,15.8,11,7.4,17.7,2,missed,russell westbrook
A,15,3,4:44:00 AM,14.6,9,7.2,7.2,2,missed,russell westbrook
A,16,3,4:24:00 AM,17.6,8,6.8,16,2,missed,russell westbrook
A,17,3,2:18:00 AM,13.8,12,9.7,5.5,2,missed,russell westbrook
A,18,4,8:49:00 AM,6.2,3,6,5.5,2,missed,russell westbrook
A,19,4,7:35:00 AM,5.3,2,1.6,16.7,2,missed,russell westbrook
A,20,4,4:45:00 AM,9,2,1.6,3.4,2,made,russell westbrook
A,21,4,4:10:00 AM,8.6,1,2.1,17.9,2,made,russell westbrook
A,22,4,1:47:00 AM,8.7,9,8.7,16.9,2,missed,russell westbrook
A,23,4,1:20:00 AM,14.8,10,8.5,4.7,2,missed,russell westbrook
H,1,1,11:05:00 AM,5.8,5,7.4,9.2,2,made,russell westbrook
H,2,1,9:39:00 AM,19.5,3,3.7,17.2,2,made,russell westbrook
H,3,1,8:14:00 AM,19.2,3,3.1,18.4,2,missed,russell westbrook
H,4,1,8:04:00 AM,16.9,2,4.1,5.3,2,made,russell westbrook
H,5,1,6:23:00 AM,12.4,0,3.9,10.2,2,missed,russell westbrook
H,6,1,5:48:00 AM,13.3,1,7.7,25.1,3,made,russell westbrook
H,7,1,3:14:00 AM,7,4,3.6,16.2,2,made,russell westbrook
H,8,2,6:23:00 AM,15,0,0.6,5.7,2,made,russell westbrook
H,9,2,4:25:00 AM,19.2,3,3.1,18.5,2,made,russell westbrook
H,10,2,3:30:00 AM,9.1,3,6.3,11.8,2,missed,russell westbrook
H,11,2,2:51:00 AM,10.8,5,4.6,9.7,2,missed,russell westbrook
H,12,3,11:13:00 AM,19,6,5.1,18.2,2,missed,russell westbrook
H,13,3,10:44:00 AM,20.6,2,2.6,5.4,2,missed,russell westbrook
H,14,3,9:09:00 AM,6,4,3.5,16.3,2,missed,russell westbrook
H,15,3,8:36:00 AM,8.6,3,2.2,6.6,2,missed,russell westbrook
H,16,3,7:45:00 AM,16.9,10,7.7,9,2,made,russell westbrook
H,17,3,7:05:00 AM,6.4,1,1.2,14,2,made,russell westbrook
H,18,3,5:53:00 AM,9.1,5,4.5,15.4,2,made,russell westbrook
H,19,3,4:03:00 AM,17.3,7,6.2,11.8,2,made,russell westbrook
H,20,3,3:29:00 AM,9.4,1,1.6,20,2,missed,russell westbrook
H,21,3,2:44:00 AM,18.4,2,5.1,15.3,2,missed,russell westbrook
A,1,1,5:50:00 AM,4,0,0,16.6,2,missed,russell westbrook
A,2,1,5:06:00 AM,16,5,5.7,6.4,2,missed,russell westbrook
A,3,1,3:35:00 AM,24,6,7.1,4,2,missed,russell westbrook
A,4,2,8:01:00 AM,13.5,10,9.3,1.3,2,made,russell westbrook
A,5,2,7:42:00 AM,20.5,3,4.5,1.7,2,missed,russell westbrook
A,6,2,7:02:00 AM,19.2,3,3.5,17,2,missed,russell westbrook
A,7,2,6:33:00 AM,13.6,2,2.2,6.2,2,missed,russell westbrook
A,8,2,5:49:00 AM,20.7,1,1.9,5.5,2,missed,russell westbrook
A,9,2,4:56:00 AM,10.7,3,2.1,4,2,made,russell westbrook
A,10,2,4:38:00 AM,21.4,1,1.4,3.1,2,made,russell westbrook
A,11,2,3:23:00 AM,4,1,5.2,25.2,3,missed,russell westbrook
A,12,2,1:38:00 AM,15.3,4,3.3,16.3,2,missed,russell westbrook
A,13,2,1:35:00 AM,24,0,0.3,5.2,2,made,russell westbrook
A,14,2,12:57:00 AM,13,5,3.4,18,2,missed,russell westbrook
A,15,2,12:33:00 AM,17.3,8,6.6,22.1,2,made,russell westbrook
A,16,3,9:51:00 AM,5.2,2,3.6,15.9,2,made,russell westbrook
A,17,3,9:26:00 AM,16.3,1,1.4,21.9,2,missed,russell westbrook
A,18,3,7:57:00 AM,15.3,8,7.5,12.2,2,made,russell westbrook
A,19,3,7:09:00 AM,12.7,8,9.5,8,2,missed,russell westbrook
A,20,3,6:38:00 AM,19,4,4.1,7.3,2,made,russell westbrook
A,21,3,4:12:00 AM,10,18,14.1,4.5,2,made,russell westbrook
A,22,3,3:13:00 AM,10.1,17,14.3,14.1,2,missed,russell westbrook
A,23,4,8:25:00 AM,8.2,1,3.2,4.7,2,made,russell westbrook
A,24,4,7:55:00 AM,16.1,8,6.8,9.4,2,made,russell westbrook
A,25,4,6:04:00 AM,20.6,3,3.8,4.4,2,made,russell westbrook
A,26,4,4:52:00 AM,17.9,8,6.9,3.5,2,made,russell westbrook
A,27,4,4:24:00 AM,10.9,10,6.8,15.5,2,made,russell westbrook
A,28,4,3:43:00 AM,10.9,13,11.7,16.2,2,missed,russell westbrook
H,1,1,11:16:00 AM,17.2,7,7.7,13.8,2,made,russell westbrook
H,2,1,10:52:00 AM,18.8,5,4.9,6.1,2,missed,russell westbrook
H,3,1,8:39:00 AM,16,7,6.6,3.8,2,missed,russell westbrook
H,4,1,7:34:00 AM,8.1,2,4.1,4.3,2,made,russell westbrook
H,5,1,5:27:00 AM,14.1,2,2.3,15.9,2,missed,russell westbrook
H,6,1,4:31:00 AM,6.4,2,6.4,4.8,2,made,russell westbrook
H,7,1,3:58:00 AM,16.9,4,7.7,8.7,2,missed,russell westbrook
H,8,2,7:29:00 AM,3,6,7.7,17.4,2,missed,russell westbrook
H,9,2,6:44:00 AM,4.4,1,2.6,21.3,2,made,russell westbrook
H,10,2,5:19:00 AM,7.2,6,6.7,12.5,2,missed,russell westbrook
H,11,2,4:55:00 AM,14.7,9,9.8,3.4,2,made,russell westbrook
H,12,2,3:57:00 AM,13.4,6,8.6,2.3,2,missed,russell westbrook
H,13,2,3:56:00 AM,12.6,0,0.3,2.7,2,missed,russell westbrook
H,14,2,3:24:00 AM,24,0,0.2,2,2,made,russell westbrook
H,15,2,1:08:00 AM,19.5,3,4.1,4.4,2,made,russell westbrook
H,16,2,12:34:00 AM,21.4,1,3.1,24,3,made,russell westbrook
H,17,3,10:47:00 AM,19.4,3,3.4,19.9,2,missed,russell westbrook
H,18,3,9:23:00 AM,19.2,3,3.9,5.8,2,missed,russell westbrook
H,19,3,8:16:00 AM,14,10,9.9,16.6,2,missed,russell westbrook
H,20,3,7:31:00 AM,11.4,0,1.5,23.9,3,missed,russell westbrook
H,21,3,6:23:00 AM,16.7,3,7.6,2.4,2,made,russell westbrook
H,22,3,4:59:00 AM,3.3,3,4.7,23.6,2,made,russell westbrook
H,23,4,6:41:00 AM,6.3,1,1.6,24.2,3,missed,russell westbrook
H,24,4,6:20:00 AM,18,0,0.6,3.3,2,made,russell westbrook
H,25,4,5:06:00 AM,10.1,3,3.6,14,2,made,russell westbrook
H,26,4,4:32:00 AM,8.8,2,3.4,10.8,2,missed,russell westbrook
H,27,4,2:35:00 AM,8.4,7,6,11,2,missed,russell westbrook
H,28,4,1:42:00 AM,8.9,16,16.4,16.5,2,missed,russell westbrook
H,29,4,12:46:00 AM,11,3,2.5,17.1,2,made,russell westbrook
H,30,4,12:01:00 AM,,1,1.6,30.4,3,missed,russell westbrook
H,31,5,3:31:00 AM,15.7,14,7.6,4.5,2,made,russell westbrook
H,32,5,2:59:00 AM,15.7,10,8.8,13.3,2,made,russell westbrook
H,33,5,2:32:00 AM,12.7,7,5.3,13.9,2,made,russell westbrook
H,34,5,1:52:00 AM,19.5,5,5.4,24.6,3,missed,russell westbrook
H,1,1,11:16:00 AM,16.5,5,7.9,16.3,2,made,russell westbrook
H,2,1,8:01:00 AM,14.1,4,6.2,8.1,2,made,russell westbrook
H,3,1,6:03:00 AM,15,8,8.1,23.8,3,missed,russell westbrook
H,4,1,4:27:00 AM,20.6,3,2.9,5.4,2,made,russell westbrook
H,5,1,3:19:00 AM,6,5,7,24.1,3,missed,russell westbrook
H,6,1,2:56:00 AM,20.7,6,5.2,5.3,2,made,russell westbrook
H,7,2,7:45:00 AM,12,3,2.4,5.9,2,made,russell westbrook
H,8,2,7:17:00 AM,13.2,10,8.7,15.4,2,missed,russell westbrook
H,9,2,2:32:00 AM,12,14,12.5,17.1,2,missed,russell westbrook
H,10,2,2:00:00 AM,13.3,3,3,5.5,2,missed,russell westbrook
H,11,2,1:52:00 AM,18.8,6,6.4,3.9,2,missed,russell westbrook
H,12,2,12:59:00 AM,20.1,5,4.6,3.6,2,made,russell westbrook
H,13,2,12:06:00 AM,,19,16.4,4.7,2,missed,russell westbrook
H,14,3,9:04:00 AM,12.1,0,0.9,23.9,3,missed,russell westbrook
H,15,3,8:39:00 AM,16,8,7.4,3.2,2,missed,russell westbrook
H,16,3,6:07:00 AM,18.6,5,4.9,9.5,2,missed,russell westbrook
H,17,3,5:47:00 AM,21.8,1,2.2,4.7,2,made,russell westbrook
H,18,3,4:34:00 AM,3.6,25,20,0.9,2,made,russell westbrook
H,19,4,7:42:00 AM,13.6,3,4.7,4,2,made,russell westbrook
H,20,4,3:49:00 AM,13.7,5,3.1,4,2,made,russell westbrook
H,21,4,2:42:00 AM,13,12,11.6,5.1,2,missed,russell westbrook
H,22,4,2:34:00 AM,19,0,1.6,23.1,3,missed,russell westbrook
H,23,4,1:58:00 AM,11.8,11,10.6,2.9,2,missed,russell westbrook
H,24,4,12:47:00 AM,15.6,5,3.9,3.2,2,missed,russell westbrook
H,25,4,12:37:00 AM,5.5,9,7.6,26.9,3,missed,russell westbrook
H,26,4,12:04:00 AM,,6,5.7,24.4,3,missed,russell westbrook
A,1,1,11:46:00 AM,10.1,0,3.9,6.7,2,missed,russell westbrook
A,2,1,10:27:00 AM,15.9,7,7.2,3.6,2,missed,russell westbrook
A,3,1,7:12:00 AM,7.6,9,8.3,5.8,2,missed,russell westbrook
A,4,1,6:44:00 AM,13.8,1,2.3,17.1,2,made,russell westbrook
A,5,1,5:24:00 AM,20,3,3.1,4.7,2,made,russell westbrook
A,6,1,3:32:00 AM,17.1,7,6.7,24,3,missed,russell westbrook
A,7,2,1:42:00 AM,14.3,11,10.2,5.4,2,made,russell westbrook
A,8,2,1:13:00 AM,18.7,5,4.8,16,2,missed,russell westbrook
A,9,2,12:09:00 AM,4.8,23,19.2,4.8,2,made,russell westbrook
A,10,3,9:44:00 AM,12.1,11,11.9,3.3,2,missed,russell westbrook
A,11,3,8:17:00 AM,5.1,2,4.5,18.1,2,made,russell westbrook
A,12,3,6:09:00 AM,16.9,7,7.3,5.1,2,missed,russell westbrook
A,13,3,4:49:00 AM,8.1,3,4,4.1,2,made,russell westbrook
A,14,4,8:27:00 AM,8.1,2,3,12.3,2,missed,russell westbrook
A,15,4,7:28:00 AM,6.3,6,6.8,6.3,2,missed,russell westbrook
A,16,4,6:37:00 AM,12.1,11,11.2,17.4,2,made,russell westbrook
A,17,4,5:22:00 AM,12.2,1,12.3,16.9,2,missed,russell westbrook
A,18,4,4:37:00 AM,19.7,5,4.7,5.6,2,made,russell westbrook
A,19,4,4:08:00 AM,17.6,3,3.6,4.3,2,missed,russell westbrook
A,20,4,1:50:00 AM,13.2,10,10,17.7,2,missed,russell westbrook
A,21,4,12:40:00 AM,9.2,16,13.5,17,2,made,russell westbrook
A,22,4,12:15:00 AM,6.5,20,17.5,19.4,2,missed,russell westbrook
A,1,1,11:07:00 AM,19,3,4.2,18.6,2,made,russell westbrook
A,2,1,10:50:00 AM,19.5,4,3.6,7.7,2,missed,russell westbrook
A,3,1,9:19:00 AM,3.1,7,12,24.4,3,made,russell westbrook
A,4,1,5:47:00 AM,18.1,3,4,1.5,2,made,russell westbrook
A,5,1,4:40:00 AM,5.3,0,0.8,25.3,3,missed,russell westbrook
A,6,1,3:51:00 AM,13.1,13,10.7,14.6,2,made,russell westbrook
A,7,1,3:23:00 AM,13.4,12,9.9,6.9,2,missed,russell westbrook
A,8,1,2:20:00 AM,18.7,4,4.5,2.9,2,missed,russell westbrook
A,9,1,1:32:00 AM,3.1,2,2.7,25.1,3,missed,russell westbrook
A,10,1,12:09:00 AM,6.8,21,16.5,24.3,2,missed,russell westbrook
A,11,2,6:51:00 AM,12.9,10,10.8,6.4,2,missed,russell westbrook
A,12,2,2:34:00 AM,18.4,2,5.1,3.5,2,missed,russell westbrook
A,13,3,9:41:00 AM,17.5,0,0.8,2.9,2,missed,russell westbrook
A,14,3,7:23:00 AM,12.4,12,11,24.5,3,missed,russell westbrook
A,15,3,6:56:00 AM,19.2,3,2.2,10.7,2,missed,russell westbrook
A,16,3,5:59:00 AM,12.5,3,3,23.4,3,made,russell westbrook
A,17,3,3:04:00 AM,24,0,0,4.3,2,made,russell westbrook
A,18,3,2:27:00 AM,6.1,5,4.5,26.8,3,missed,russell westbrook
A,19,3,12:06:00 AM,2.9,23,21.2,3.4,2,made,russell westbrook
A,20,4,7:50:00 AM,8.7,2,2.3,24.9,3,made,russell westbrook
A,21,4,7:25:00 AM,19.2,5,5.5,3.8,2,missed,russell westbrook
A,22,4,7:04:00 AM,6.8,7,7.7,21.8,2,made,russell westbrook
A,23,4,6:30:00 AM,14.5,8,8.1,25.1,3,missed,russell westbrook
A,24,4,5:18:00 AM,12,13,12.5,17.3,2,made,russell westbrook
A,25,4,4:56:00 AM,17.8,7,6.2,20.2,2,missed,russell westbrook
A,26,4,4:24:00 AM,9,12,12.9,6,2,missed,russell westbrook
A,27,4,3:02:00 AM,11,13,11.5,17.8,2,made,russell westbrook
A,28,4,1:50:00 AM,13.8,11,9.9,24.5,3,missed,russell westbrook
A,29,4,1:14:00 AM,19,5,4.3,6.7,2,missed,russell westbrook
A,30,4,12:11:00 AM,,0,1.4,30,3,missed,russell westbrook
A,1,1,11:42:00 AM,21.9,0,0,2.2,2,made,russell westbrook
A,2,1,8:49:00 AM,11.2,2,7,9.5,2,missed,russell westbrook
A,3,1,8:00:00 AM,9.9,1,7.7,16.5,2,made,russell westbrook
A,4,1,6:18:00 AM,11.1,2,4.6,8.6,2,made,russell westbrook
A,5,1,5:54:00 AM,16.1,9,7.9,6.9,2,missed,russell westbrook
A,6,1,4:19:00 AM,11,1,1.1,23.9,3,made,russell westbrook
A,7,2,5:30:00 AM,23.5,0,0.6,2.9,2,missed,russell westbrook
A,8,2,5:30:00 AM,24,0,0,2,2,made,russell westbrook
A,9,2,4:56:00 AM,12.3,13,11.9,3.5,2,made,russell westbrook
A,10,2,2:48:00 AM,13,11,11.3,18.8,2,missed,russell westbrook
A,11,2,12:33:00 AM,21.1,6,2.9,25.5,3,missed,russell westbrook
A,12,2,12:03:00 AM,,8,5.8,5.4,2,missed,russell westbrook
A,13,3,9:02:00 AM,8,2,1.7,11.4,2,made,russell westbrook
A,14,3,8:11:00 AM,4,8,6.8,16.7,2,missed,russell westbrook
A,15,3,5:11:00 AM,11.6,14,12.8,1.3,2,missed,russell westbrook
A,16,4,6:32:00 AM,19.6,1,1.8,3.6,2,made,russell westbrook
A,17,4,5:11:00 AM,13.8,9,8.3,24.1,3,missed,russell westbrook
A,18,4,4:30:00 AM,19.6,4,4.4,17.2,2,made,russell westbrook
A,19,4,3:05:00 AM,0.9,0,0.7,4.3,2,made,russell westbrook
A,20,4,1:27:00 AM,16.9,2,2.4,3.1,2,made,russell westbrook
